NEU_DATUM;AUFTRAGSNR;AUFTRAGSPOS;ARTIKELNR;BEGINN_ZEIT;ENDE_ZEIT;PERS_NR;LHM_TYP;MENGE_IST;GEWICHT_SOLL;VOLUMEN_KOLLI;PALNR;KUNDENNR;warehouse;area;aisle;house;place;picklocation
06.09.2024;2100;24;837;11:14:44;11:15:15;65;40;6;7,216;11,949;3,43881E+17;123;51;1;3;29;3;2903
06.09.2024;2100;25;1020;11:15:15;11:15:29;65;40;6;6,851;10,974;3,43881E+17;123;51;1;3;31;0;3100
06.09.2024;2100;26;462;11:15:29;11:15:57;65;40;6;7,551;15,568;3,43881E+17;123;51;1;3;34;2;3402
06.09.2024;2100;27;67;11:15:57;11:16:18;65;40;6;6,643;12,558;3,43881E+17;123;51;1;3;37;4;3704
06.09.2024;2100;28;274;11:16:18;11:16:54;65;40;12;4,917;9,261;3,43881E+17;123;51;1;4;9;2;902
06.09.2024;2100;29;640;11:16:54;11:17:07;65;40;24;9,672;17,9;3,43881E+17;123;51;1;4;12;0;1200
06.09.2024;2100;30;1213;11:17:07;11:17:31;65;40;6;7,127;11,807;3,43881E+17;123;51;1;4;18;0;1800
06.09.2024;2100;31;622;11:17:31;11:17:35;65;40;6;7,779;14,701;3,43881E+17;123;51;1;4;20;82;2082
06.09.2024;2100;32;1022;11:31:03;11:32:09;65;40;24;38,229;18,628;3,43881E+17;123;51;1;4;21;0;2100
06.09.2024;2100;32;1022;11:17:35;11:19:03;65;40;48;38,229;18,628;3,43881E+17;123;51;1;4;21;0;2100
06.09.2024;2100;33;428;11:19:03;11:19:05;65;40;12;6,635;9,627;3,43881E+17;123;51;1;4;23;31;2331
06.09.2024;2100;34;10;11:19:05;11:19:32;65;40;24;12,816;18,808;3,43881E+17;123;51;1;4;24;4;2404
06.09.2024;2100;35;7;11:19:32;11:19:53;65;40;24;12,565;19,37;3,43881E+17;123;51;1;4;28;4;2804
06.09.2024;2100;36;15;11:19:53;11:20:08;65;40;24;12,647;19,21;3,43881E+17;123;51;1;4;30;0;3000
06.09.2024;2100;37;200;11:20:09;11:20:20;65;40;24;12,966;18,444;3,43881E+17;123;51;1;4;31;0;3100
06.09.2024;2100;38;9;11:20:21;11:20:47;65;40;72;37,536;18,91;3,43881E+17;123;51;1;4;33;0;3300
06.09.2024;2100;39;8;11:20:47;11:21:07;65;40;48;24,952;18,807;3,43881E+17;123;51;1;4;34;0;3400
06.09.2024;2100;40;4;11:21:07;11:21:48;65;40;24;12,588;19,468;3,43881E+17;123;51;1;4;37;0;3700
06.09.2024;2100;41;55;11:21:48;11:21:49;65;40;24;12,562;19,222;3,43881E+17;123;51;1;4;37;4;3704
06.09.2024;2100;42;1041;11:21:49;11:22:27;65;40;24;12,642;19,188;3,43881E+17;123;51;1;4;38;0;3800
06.09.2024;2100;43;18;11:22:27;11:22:28;65;40;24;12,768;18,399;3,43881E+17;123;51;1;4;38;2;3802
06.09.2024;2100;44;21;11:22:28;11:22:49;65;40;24;12,674;18,808;3,43881E+17;123;51;1;4;40;4;4004
06.09.2024;2100;45;541;11:22:49;11:23:09;65;40;48;25,234;18,536;3,43881E+17;123;51;1;4;41;4;4104
06.09.2024;2100;46;994;11:23:10;11:23:46;65;40;24;8,435;13,53;3,43881E+17;123;51;1;5;2;2;202
06.09.2024;2100;47;20;11:23:46;11:24:43;65;40;48;25,244;18,543;3,43881E+17;123;51;1;5;3;0;300
06.09.2024;2100;48;967;11:24:44;11:24:45;65;40;24;12,948;19,582;3,43881E+17;123;51;1;5;3;2;302
06.09.2024;2100;49;280;11:24:45;11:25:15;65;40;12;6,618;10,023;3,43881E+17;123;51;1;5;9;2;902
06.09.2024;2100;50;992;11:25:15;11:26:30;65;40;24;8,507;12,84;3,43881E+17;123;51;1;5;24;2;2402
06.09.2024;2100;51;34;11:26:30;11:27:39;65;40;48;17,282;12,416;3,43881E+17;123;51;1;5;29;0;2900
06.09.2024;2100;52;328;11:27:39;11:27:40;65;40;12;4,275;6,685;3,43881E+17;123;51;1;5;29;2;2902
06.09.2024;2100;53;488;11:27:40;11:30:05;65;40;24;8,947;12,923;3,43881E+17;123;51;1;5;31;2;3102
06.09.2024;2100;54;518;11:30:05;11:30:30;65;40;24;8,598;12,592;3,43881E+17;123;51;1;5;34;0;3400
06.09.2024;2100;55;580;11:30:31;11:30:41;65;40;24;8,502;12,987;3,43881E+17;123;51;1;5;35;2;3502
06.09.2024;2100;56;839;11:30:41;11:31:00;65;40;48;17,306;12,675;3,43881E+17;123;51;1;5;37;0;3700
06.09.2024;2100;57;1055;11:31:00;11:31:02;65;40;24;8,467;12,556;3,43881E+17;123;51;1;5;39;0;3900
06.09.2024;2100;58;1117;11:32:09;11:33:20;65;40;12;2,654;4,183;3,43881E+17;123;51;1;6;1;2;102
06.09.2024;2100;59;1049;11:33:21;11:34:00;65;40;12;4,339;10,016;3,43881E+17;123;51;1;6;2;3;203
06.09.2024;2100;60;443;11:34:00;11:34:01;65;40;12;4,178;6,907;3,43881E+17;123;51;1;6;3;4;304
06.09.2024;2100;61;1133;11:34:01;11:34:45;65;40;48;16,66;13,578;3,43881E+17;123;51;1;6;4;0;400
06.09.2024;2100;62;437;11:34:45;11:34:46;65;40;48;17,118;13,693;3,43881E+17;123;51;1;6;4;4;404
06.09.2024;2100;63;106;11:34:46;11:35:33;65;40;10;10,454;16,352;3,43881E+17;123;51;1;6;21;4;2104
06.09.2024;2100;64;1107;11:35:33;11:35:35;65;40;200;21,2;54,696;3,43881E+17;123;51;1;6;34;2;3402
06.09.2024;2101;1;957;11:41:34;11:41:54;22;39;36;49,952;127,368;3,43881E+17;123;51;7;7;0;3;3
06.09.2024;2101;2;44;11:24:10;11:24:43;22;39;30;61,505;18,605;3,43881E+17;123;51;7;7;2;0;200
06.09.2024;2101;3;895;11:24:43;11:24:53;22;39;18;18,897;9,343;3,43881E+17;123;51;7;7;3;4;304
06.09.2024;2101;4;182;11:24:53;11:25:19;22;39;6;8,07;13,892;3,43881E+17;123;51;7;7;10;0;1000
06.09.2024;2101;5;526;11:25:19;11:25:32;22;39;6;9,48;13,913;3,43881E+17;123;51;7;7;21;2;2102
06.09.2024;2101;6;58;11:25:33;11:26:36;22;39;6;8,082;14,347;3,43881E+17;123;51;7;7;21;4;2104
06.09.2024;2101;7;221;11:26:36;11:26:42;22;39;6;9,667;17,263;3,43881E+17;123;51;7;7;24;2;2402
06.09.2024;2101;8;76;11:26:42;11:26:46;22;39;6;8,162;13,746;3,43881E+17;123;51;7;7;24;4;2404
06.09.2024;2101;10;312;11:26:46;11:27:28;22;39;6;7,776;13,934;3,43881E+17;123;51;7;7;36;2;3602
06.09.2024;2101;12;1131;11:27:28;11:27:29;22;39;6;6,568;12,357;3,43881E+17;123;51;7;7;37;0;3700
06.09.2024;2101;13;159;11:27:29;11:27:53;22;39;12;18,594;10,114;3,43881E+17;123;51;7;7;38;0;3800
06.09.2024;2101;15;588;11:27:53;11:28:18;22;39;16;24,804;12,91;3,43881E+17;123;51;7;7;42;0;4200
06.09.2024;2101;16;906;11:28:26;11:28:51;22;39;18;27,471;14,644;3,43881E+17;123;51;7;8;6;2;602
06.09.2024;2101;17;208;11:28:51;11:29:27;22;39;24;37,916;16,714;3,43881E+17;123;51;7;8;7;2;702
06.09.2024;2101;18;290;11:29:27;11:29:42;22;39;12;18,494;17,41;3,43881E+17;123;51;7;8;8;0;800
06.09.2024;2101;19;320;11:29:42;11:30:03;22;39;24;37,552;15,909;3,43881E+17;123;51;7;8;9;0;900
06.09.2024;2101;20;148;11:30:03;11:31:14;22;39;24;36,896;13,187;3,43881E+17;123;51;7;8;19;0;1900
06.09.2024;2101;21;1167;11:31:14;11:31:28;22;39;6;9,419;17,112;3,43881E+17;123;51;7;8;20;0;2000
06.09.2024;2101;22;911;11:32:14;11:32:15;22;39;12;27,132;14,905;3,43881E+17;123;51;7;8;20;2;2002
06.09.2024;2101;22;911;11:32:15;11:32:16;22;39;6;27,132;14,905;3,43881E+17;123;51;7;8;20;2;2002
06.09.2024;2101;23;135;11:32:16;11:33:59;22;39;48;75,328;13,403;3,43881E+17;123;51;7;8;24;2;2402
06.09.2024;2101;24;237;11:34:00;11:34:15;22;39;6;9,452;13,623;3,43881E+17;123;51;7;8;25;0;2500
06.09.2024;2101;25;475;11:34:15;11:34:16;22;39;6;6,245;11,882;3,43881E+17;123;51;7;8;26;0;2600
06.09.2024;2101;26;1101;11:34:16;11:34:44;22;39;6;9,545;15,866;3,43881E+17;123;51;7;8;26;2;2602
06.09.2024;2101;27;1103;11:34:44;11:34:48;22;39;6;6,402;9,871;3,43881E+17;123;51;7;8;27;0;2700
06.09.2024;2101;28;476;11:34:48;11:36:10;22;39;36;37,644;11,627;3,43881E+17;123;51;7;8;27;2;2702
06.09.2024;2101;29;474;11:36:10;11:36:23;22;39;12;12,524;12,084;3,43881E+17;123;51;7;8;28;2;2802
06.09.2024;2101;30;1009;11:36:24;11:36:43;22;39;6;6,44;11,592;3,43881E+17;123;51;7;8;29;0;2900
06.09.2024;2101;31;158;11:36:43;11:36:44;22;39;6;6,307;9,732;3,43881E+17;123;51;7;8;29;2;2902
06.09.2024;2101;32;1111;11:36:44;11:37:04;22;39;12;13,114;11,664;3,43881E+17;123;51;7;8;32;2;3202
06.09.2024;2101;33;1010;11:37:05;11:37:21;22;39;6;7,706;12,732;3,43881E+17;123;51;7;8;33;0;3300
06.09.2024;2101;34;1104;11:37:21;11:37:32;22;39;6;6,335;11,023;3,43881E+17;123;51;7;8;35;0;3500
06.09.2024;2101;35;217;11:37:32;11:37:47;22;39;6;6,465;12,681;3,43881E+17;123;51;7;8;38;0;3800
06.09.2024;2101;36;126;11:37:47;11:38:19;22;39;24;25,128;23,53;3,43881E+17;123;51;7;8;39;0;3900
06.09.2024;2101;37;857;11:38:19;11:38:30;22;39;12;12,72;25,662;3,43881E+17;123;51;7;8;41;4;4104
06.09.2024;2101;38;63;11:38:30;11:38:42;22;39;6;6,432;11,567;3,43881E+17;123;51;7;8;43;2;4302
06.09.2024;2101;39;333;11:38:42;11:38:55;22;39;6;4,883;9,154;3,43881E+17;123;51;7;8;44;0;4400
06.09.2024;2101;40;1090;11:38:55;11:39:26;22;39;12;12,984;14,996;3,43881E+17;123;51;7;8;45;0;4500
06.09.2024;2101;41;389;11:39:26;11:39:39;22;39;12;12,766;10,189;3,43881E+17;123;51;7;8;45;4;4504
06.09.2024;2101;42;555;11:39:40;11:39:51;22;39;12;9,448;9,096;3,43881E+17;123;51;7;8;47;0;4700
06.09.2024;2101;43;989;11:39:51;11:41:34;22;39;13;65,13;8,08;3,43881E+17;123;51;7;8;49;2;4902
06.09.2024;2102;1;366;09:40:00;09:40:51;34;40;6;8,16;14,15;3,43881E+17;269;51;1;1;18;4;1804
06.09.2024;2102;2;294;09:40:51;09:41:04;34;40;12;15,782;14,412;3,43881E+17;269;51;1;1;21;0;2100
06.09.2024;2102;3;1065;09:41:04;09:41:39;34;40;6;6,737;12,699;3,43881E+17;269;51;1;1;42;2;4202
06.09.2024;2102;4;549;09:41:39;09:42:13;34;40;12;17,002;16,632;3,43881E+17;269;51;1;2;10;0;1000
06.09.2024;2102;5;753;09:42:13;09:42:39;34;40;6;10,164;16,466;3,43881E+17;269;51;1;2;17;4;1704
06.09.2024;2102;6;807;09:42:39;09:43:44;34;40;6;8,48;16,68;3,43881E+17;269;51;1;2;34;0;3400
06.09.2024;2102;7;123;09:43:44;09:43:44;34;40;6;6,939;10,81;3,43881E+17;269;51;1;2;35;0;3500
06.09.2024;2102;8;805;09:43:45;09:43:55;34;40;6;8,092;15,731;3,43881E+17;269;51;1;2;37;4;3704
06.09.2024;2102;9;284;09:43:55;09:44:08;34;40;6;7,017;10,672;3,43881E+17;269;51;1;2;40;0;4000
06.09.2024;2102;10;468;09:44:08;09:44:31;34;40;12;6,025;10,364;3,43881E+17;269;51;1;3;5;0;500
06.09.2024;2102;11;542;09:44:31;09:44:39;34;40;6;7,357;11,094;3,43881E+17;269;51;1;3;6;2;602
06.09.2024;2102;12;772;09:44:39;09:44:58;34;40;6;7,061;12,385;3,43881E+17;269;51;1;3;18;4;1804
06.09.2024;2102;13;363;09:44:58;09:45:45;34;40;4;5,048;7,867;3,43881E+17;269;51;1;4;1;2;102
06.09.2024;2102;14;74;09:45:45;09:45:54;34;40;6;4,265;5,489;3,43881E+17;269;51;1;4;4;2;402
06.09.2024;2102;15;87;09:45:54;09:46:05;34;40;6;7,083;9,97;3,43881E+17;269;51;1;4;7;3;703
06.09.2024;2102;16;396;09:46:06;09:46:37;34;40;24;12,457;19,087;3,43881E+17;269;51;1;4;26;2;2602
06.09.2024;2102;17;7;09:46:37;09:46:49;34;40;24;12,565;19,37;3,43881E+17;269;51;1;4;28;4;2804
06.09.2024;2102;18;409;09:46:49;09:47:08;34;40;48;25,914;19,269;3,43881E+17;269;51;1;4;31;2;3102
06.09.2024;2102;19;1041;09:47:08;09:47:27;34;40;24;12,642;19,188;3,43881E+17;269;51;1;4;38;0;3800
06.09.2024;2102;20;1114;09:47:27;09:47:35;34;40;24;12,535;18,652;3,43881E+17;269;51;1;4;39;2;3902
06.09.2024;2102;21;21;09:47:35;09:47:46;34;40;24;12,674;18,808;3,43881E+17;269;51;1;4;40;4;4004
06.09.2024;2102;22;20;09:47:46;09:48:04;34;40;24;12,622;18,543;3,43881E+17;269;51;1;5;3;0;300
06.09.2024;2102;23;991;09:48:04;09:48:53;34;40;48;17,322;12,816;3,43881E+17;269;51;1;5;21;4;2104
06.09.2024;2102;24;1040;09:48:53;09:49:19;34;40;24;8,485;13,085;3,43881E+17;269;51;1;5;33;4;3304
06.09.2024;2102;25;450;09:49:19;09:49:26;34;40;24;8,302;12,258;3,43881E+17;269;51;1;5;34;2;3402
06.09.2024;2102;26;202;09:49:26;09:50:05;34;40;120;31,66;10,11;3,43881E+17;269;51;1;5;39;2;3902
06.09.2024;2102;27;961;09:50:05;09:50:15;34;40;24;12,608;19,634;3,43881E+17;269;51;1;5;41;0;4100
06.09.2024;2102;28;746;09:50:15;09:50:31;34;40;24;9,082;13,188;3,43881E+17;269;51;1;6;1;4;104
06.09.2024;2102;29;1092;09:50:31;09:50:45;34;40;24;8,246;6,773;3,43881E+17;269;51;1;6;3;1;301
06.09.2024;2102;30;1194;09:50:45;09:51:05;34;40;12;3,26;5,118;3,43881E+17;269;51;1;6;14;4;1404
06.09.2024;2102;31;820;09:51:05;09:51:15;34;40;6;12,744;17,708;3,43881E+17;269;51;1;6;16;0;1600
06.09.2024;2102;32;402;09:51:15;09:51:42;34;40;12;25,538;16,365;3,43881E+17;269;51;1;6;17;0;1700
06.09.2024;2102;33;213;09:51:42;09:52:20;34;40;6;12,763;17,592;3,43881E+17;269;51;1;6;18;0;1800
06.09.2024;2102;34;270;09:52:20;09:52:21;34;40;18;38,307;16,365;3,43881E+17;269;51;1;6;18;2;1802
06.09.2024;2102;35;96;09:52:21;09:52:38;34;40;8;13,073;15,782;3,43881E+17;269;51;1;6;20;0;2000
06.09.2024;2102;36;792;09:52:38;09:52:39;34;40;3;15,794;28,682;3,43881E+17;269;51;1;6;20;2;2002
06.09.2024;2102;37;902;09:52:39;09:52:59;34;40;8;8,732;11,889;3,43881E+17;269;51;1;6;22;4;2204
06.09.2024;2102;38;459;09:52:59;09:53:10;34;40;12;12,749;16,668;3,43881E+17;269;51;1;6;24;0;2400
06.09.2024;2102;39;901;09:53:10;09:53:25;34;40;8;8,753;11,79;3,43881E+17;269;51;1;6;26;0;2600
06.09.2024;2102;40;478;09:53:26;09:53:35;34;40;6;12,682;15,789;3,43881E+17;269;51;1;6;28;2;2802
06.09.2024;2102;41;846;09:53:35;09:53:53;34;40;6;13,202;21,932;3,43881E+17;269;51;1;6;38;4;3804
06.09.2024;2103;1;957;10:22:59;10:23:34;15;40;18;24,976;127,368;3,43881E+17;269;51;7;7;0;3;3
06.09.2024;2103;2;1187;10:23:34;10:23:36;15;40;9;14,872;105,105;3,43881E+17;269;51;7;7;0;5;5
06.09.2024;2103;3;406;09:45:29;09:47:14;15;40;24;37,616;13,184;3,43881E+17;269;51;7;7;3;0;300
06.09.2024;2103;4;1220;09:47:14;09:47:16;15;40;6;10,712;18,985;3,43881E+17;269;51;7;7;4;2;402
06.09.2024;2103;5;1097;09:47:16;09:47:30;15;40;24;37,008;15,33;3,43881E+17;269;51;7;7;5;4;504
06.09.2024;2103;6;509;09:47:30;09:48:02;15;40;12;12,676;13,19;3,43881E+17;269;51;7;7;9;2;902
06.09.2024;2103;7;182;09:48:02;09:48:15;15;40;12;16,14;13,892;3,43881E+17;269;51;7;7;10;0;1000
06.09.2024;2103;8;176;09:48:15;09:48:25;15;40;6;9,479;16,121;3,43881E+17;269;51;7;7;10;4;1004
06.09.2024;2103;9;203;09:48:26;09:48:37;15;40;18;28,107;16,965;3,43881E+17;269;51;7;7;13;0;1300
06.09.2024;2103;10;489;09:48:37;09:48:51;15;40;18;27,708;16,402;3,43881E+17;269;51;7;7;13;4;1304
06.09.2024;2103;11;440;09:48:51;09:49:16;15;40;30;46,07;13,873;3,43881E+17;269;51;7;7;14;2;1402
06.09.2024;2103;12;46;09:49:16;09:50:01;15;40;6;9,298;15,721;3,43881E+17;269;51;7;7;14;4;1404
06.09.2024;2103;13;441;09:56:10;09:57:41;15;40;48;73,664;15,683;3,43881E+17;269;51;7;7;15;4;1504
06.09.2024;2103;14;477;09:50:04;09:50:07;15;40;12;12,736;12,802;3,43881E+17;269;51;7;7;16;2;1602
06.09.2024;2103;15;56;09:50:07;09:50:24;15;40;6;8,098;15,497;3,43881E+17;269;51;7;7;18;0;1800
06.09.2024;2103;16;1166;09:50:24;09:50:35;15;40;24;37,148;14,039;3,43881E+17;269;51;7;7;19;2;1902
06.09.2024;2103;17;167;09:50:35;09:50:52;15;40;18;28,146;15,591;3,43881E+17;269;51;7;7;19;4;1904
06.09.2024;2103;18;78;09:50:52;09:53:21;15;40;6;8,073;13,837;3,43881E+17;269;51;7;7;22;2;2202
06.09.2024;2103;19;77;09:53:21;09:53:29;15;40;6;8,099;14,647;3,43881E+17;269;51;7;7;23;0;2300
06.09.2024;2103;20;253;09:53:30;09:53:54;15;40;12;18,388;15,533;3,43881E+17;269;51;7;7;26;2;2602
06.09.2024;2103;21;393;09:53:54;09:55:03;15;40;6;7,962;15,163;3,43881E+17;269;51;7;7;27;2;2702
06.09.2024;2103;22;134;09:55:04;09:55:29;15;40;12;18,5;14,277;3,43881E+17;269;51;7;7;29;2;2902
06.09.2024;2103;23;471;09:55:29;09:55:34;15;40;6;6,297;13,605;3,43881E+17;269;51;7;7;31;2;3102
06.09.2024;2103;24;470;09:55:35;09:56:10;15;40;24;24,876;13,653;3,43881E+17;269;51;7;7;33;2;3302
06.09.2024;2103;25;1202;09:57:42;09:58:00;15;40;6;7,752;13;3,43881E+17;269;51;7;7;35;2;3502
06.09.2024;2103;26;678;09:58:00;09:58:32;15;40;12;13,136;12,357;3,43881E+17;269;51;7;7;37;0;3700
06.09.2024;2103;27;303;09:58:37;09:59:33;15;40;30;45,795;18,065;3,43881E+17;269;51;7;8;4;0;400
06.09.2024;2103;28;382;09:59:33;09:59:34;15;40;18;28,248;17,577;3,43881E+17;269;51;7;8;5;0;500
06.09.2024;2103;29;841;09:59:34;10:00:00;15;40;18;27,822;16,997;3,43881E+17;269;51;7;8;6;0;600
06.09.2024;2103;30;79;10:00:00;10:01:45;15;40;24;25,892;13,64;3,43881E+17;269;51;7;8;15;2;1502
06.09.2024;2103;31;189;10:01:45;10:02:24;15;40;12;18,442;15,823;3,43881E+17;269;51;7;8;17;0;1700
06.09.2024;2103;32;148;10:10:10;10:16:24;15;40;42;64,568;13,187;3,43881E+17;269;51;7;8;19;0;1900
06.09.2024;2103;33;147;10:16:24;10:16:42;15;40;12;18,53;16,098;3,43881E+17;269;51;7;8;19;2;1902
06.09.2024;2103;34;1167;10:16:42;10:16:49;15;40;6;9,419;17,112;3,43881E+17;269;51;7;8;20;0;2000
06.09.2024;2103;35;1073;10:03:10;10:03:18;15;40;6;9,224;14,035;3,43881E+17;269;51;7;8;21;2;2102
06.09.2024;2103;36;237;10:03:18;10:03:24;15;40;12;18,904;13,623;3,43881E+17;269;51;7;8;25;0;2500
06.09.2024;2103;37;1103;10:16:49;10:17:09;15;40;6;6,402;9,871;3,43881E+17;269;51;7;8;27;0;2700
06.09.2024;2103;38;158;10:17:09;10:17:19;15;40;6;6,307;9,732;3,43881E+17;269;51;7;8;29;2;2902
06.09.2024;2103;39;950;10:17:19;10:17:29;15;40;6;1;14,694;3,43881E+17;269;51;7;8;30;4;3004
06.09.2024;2103;40;486;10:17:29;10:17:44;15;40;6;9,423;18,269;3,43881E+17;269;51;7;8;31;2;3102
06.09.2024;2103;41;1008;10:17:44;10:17:44;15;40;6;6,428;11,805;3,43881E+17;269;51;7;8;31;4;3104
06.09.2024;2103;42;1111;10:17:45;10:17:45;15;40;6;6,557;11,664;3,43881E+17;269;51;7;8;32;2;3202
06.09.2024;2103;43;530;10:17:45;10:18:04;15;40;12;12,826;12,294;3,43881E+17;269;51;7;8;32;4;3204
06.09.2024;2103;44;1071;10:18:04;10:18:08;15;40;4;5,242;7,978;3,43881E+17;269;51;7;8;34;2;3402
06.09.2024;2103;45;1104;10:18:08;10:18:15;15;40;18;19,005;11,023;3,43881E+17;269;51;7;8;35;0;3500
06.09.2024;2103;46;1053;10:18:15;10:18:30;15;40;6;9,163;14,553;3,43881E+17;269;51;7;8;35;4;3504
06.09.2024;2103;47;1203;10:18:30;10:18:54;15;40;24;30,552;14,186;3,43881E+17;269;51;7;8;36;0;3600
06.09.2024;2103;48;499;10:18:54;10:18:55;15;40;6;6,33;9,771;3,43881E+17;269;51;7;8;36;4;3604
06.09.2024;2103;49;1163;10:18:55;10:19:38;15;40;18;18,987;10,703;3,43881E+17;269;51;7;8;37;2;3702
06.09.2024;2103;50;26;10:19:38;10:19:42;15;40;48;49,72;10,184;3,43881E+17;269;51;7;8;39;4;3904
06.09.2024;2103;51;333;10:19:42;10:20:24;15;40;6;4,883;9,154;3,43881E+17;269;51;7;8;44;0;4400
06.09.2024;2103;52;1090;10:20:24;10:20:38;15;40;24;25,968;14,996;3,43881E+17;269;51;7;8;45;0;4500
06.09.2024;2103;53;145;10:20:38;10:20:57;15;40;54;56,754;11,369;3,43881E+17;269;51;7;8;46;0;4600
06.09.2024;2103;54;503;10:20:57;10:21:35;15;40;6;6,21;12,4;3,43881E+17;269;51;7;8;47;2;4702
06.09.2024;2103;55;1047;10:21:36;10:22:58;15;40;10;83,42;15,752;3,43881E+17;269;51;7;8;48;2;4802
06.09.2024;2103;56;1110;10:22:58;10:22:59;15;40;6;6,52;11,626;3,43881E+17;269;51;7;8;49;0;4900
06.09.2024;2104;1;385;11:07:00;11:07:55;70;40;6;7,164;11,77;3,43881E+17;374;51;1;1;3;0;300
06.09.2024;2104;2;467;11:07:55;11:08:50;70;40;6;9,107;18,455;3,43881E+17;374;51;1;1;7;2;702
06.09.2024;2104;3;230;11:08:50;11:09:01;70;40;6;8,642;12,305;3,43881E+17;374;51;1;1;9;2;902
06.09.2024;2104;4;769;11:09:01;11:09:11;70;40;6;8,38;16,026;3,43881E+17;374;51;1;1;12;4;1204
06.09.2024;2104;5;91;11:09:11;11:09:40;70;40;6;9,097;14,957;3,43881E+17;374;51;1;1;25;4;2504
06.09.2024;2104;7;1036;11:09:40;11:09:50;70;40;6;7,031;11,858;3,43881E+17;374;51;1;1;28;2;2802
06.09.2024;2104;8;874;11:09:51;11:10:06;70;40;6;7,145;12,824;3,43881E+17;374;51;1;1;32;4;3204
06.09.2024;2104;9;770;11:10:06;11:10:21;70;40;6;8,333;15,276;3,43881E+17;374;51;1;1;36;0;3600
06.09.2024;2104;10;227;11:10:21;11:10:56;70;40;6;7,146;12,738;3,43881E+17;374;51;1;1;37;2;3702
06.09.2024;2104;11;914;11:10:57;11:11:15;70;40;6;8,495;16,615;3,43881E+17;374;51;1;1;40;2;4002
06.09.2024;2104;12;870;11:11:16;11:11:29;70;40;12;14,262;11,854;3,43881E+17;374;51;1;1;41;4;4104
06.09.2024;2104;13;939;11:11:29;11:11:42;70;40;6;6,868;10,722;3,43881E+17;374;51;1;2;1;0;100
06.09.2024;2104;14;416;11:11:42;11:11:59;70;40;6;8,563;18,034;3,43881E+17;374;51;1;2;8;0;800
06.09.2024;2104;15;549;11:11:59;11:12:25;70;40;6;8,501;16,632;3,43881E+17;374;51;1;2;10;0;1000
06.09.2024;2104;16;81;11:12:25;11:13:07;70;40;6;9,331;16,641;3,43881E+17;374;51;1;2;13;4;1304
06.09.2024;2104;17;744;11:13:07;11:13:25;70;40;6;8,489;16,62;3,43881E+17;374;51;1;2;19;0;1900
06.09.2024;2104;18;765;11:13:25;11:13:54;70;40;12;14,164;11,696;3,43881E+17;374;51;1;2;26;0;2600
06.09.2024;2104;19;807;11:13:54;11:14:14;70;40;6;8,48;16,68;3,43881E+17;374;51;1;2;34;0;3400
06.09.2024;2104;20;544;11:14:15;11:14:24;70;40;6;6,753;10,445;3,43881E+17;374;51;1;2;35;2;3502
06.09.2024;2104;21;92;11:14:24;11:14:47;70;40;6;6,77;14,81;3,43881E+17;374;51;1;2;41;0;4100
06.09.2024;2104;22;285;11:14:47;11:15:30;70;40;6;7,473;10,359;3,43881E+17;374;51;1;2;42;2;4202
06.09.2024;2104;23;447;11:15:30;11:15:47;70;40;6;6,398;11,163;3,43881E+17;374;51;1;3;1;4;104
06.09.2024;2104;24;309;11:15:47;11:15:57;70;40;6;9,433;16,274;3,43881E+17;374;51;1;3;3;2;302
06.09.2024;2104;25;468;11:15:57;11:16:09;70;40;12;6,025;10,364;3,43881E+17;374;51;1;3;5;0;500
06.09.2024;2104;26;813;11:16:09;11:16:44;70;40;12;13,53;12,12;3,43881E+17;374;51;1;3;12;4;1204
06.09.2024;2104;27;828;11:16:44;11:17:12;70;40;24;10,193;15,805;3,43881E+17;374;51;1;3;13;0;1300
06.09.2024;2104;28;300;11:17:12;11:17:37;70;40;6;8,595;14,986;3,43881E+17;374;51;1;3;15;2;1502
06.09.2024;2104;29;843;11:17:37;11:18:14;70;40;6;6,279;10,326;3,43881E+17;374;51;1;3;22;4;2204
06.09.2024;2104;30;848;11:18:14;11:18:24;70;40;6;9,735;13,593;3,43881E+17;374;51;1;3;23;0;2300
06.09.2024;2104;31;397;11:18:24;11:18:45;70;40;6;8,999;15,339;3,43881E+17;374;51;1;3;27;0;2700
06.09.2024;2104;32;462;11:18:45;11:19:13;70;40;6;7,551;15,568;3,43881E+17;374;51;1;3;34;2;3402
06.09.2024;2104;33;778;11:19:13;11:19:38;70;40;6;8,856;15,206;3,43881E+17;374;51;1;3;34;4;3404
06.09.2024;2104;34;275;11:19:38;11:19:58;70;40;6;6,102;12,15;3,43881E+17;374;51;1;3;39;5;3905
06.09.2024;2104;35;1221;11:19:59;11:20:14;70;40;6;8,272;14,156;3,43881E+17;374;51;1;3;42;2;4202
06.09.2024;2104;36;74;11:20:14;11:20:41;70;40;6;4,265;5,489;3,43881E+17;374;51;1;4;4;2;402
06.09.2024;2104;37;640;11:20:41;11:21:15;70;40;24;9,672;17,9;3,43881E+17;374;51;1;4;12;0;1200
06.09.2024;2104;38;798;11:21:15;11:21:44;70;40;6;4,757;7,686;3,43881E+17;374;51;1;4;15;0;1500
06.09.2024;2104;39;714;11:21:45;11:21:46;70;40;24;10,594;19,056;3,43881E+17;374;51;1;4;15;2;1502
06.09.2024;2104;40;912;11:21:46;11:22:03;70;40;6;7,497;12,576;3,43881E+17;374;51;1;4;20;43;2043
